# http://edd.ifa.hawaii.edu/
# http://edd.ifa.hawaii.edu/dfirst.php
"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"
pgc|Dist|Glon|Glat|Vhel|Name
%7s|%6.2f|%8.4f|%8.4f|%5d|%10s
---|Mpc|deg|deg|km/s|
"The Catalogue of Principal Galaxies (PGC) Number"|"Luminosity distance (weighted average if more than one source)"|"Galactic longitude"|"Galactic latitude"|"Heliocentric velocity"|"Common name"
67178|118.03|22.3821|-47.9197|9247|ESO531-023
67185|84.33|9.4969|-49.0312|4968|ESO403-014
67199|78.34|11.0773|-49.0585|5302|NGC7110
67201|59.43|61.2891|-33.7772|4813|UGC11792
67205|72.44|67.5331|-29.4042|5850|UGC11794
67206|186.21|35.9094|-45.2581|16207|PGC067206
67236|78.34|349.6615|-48.0762|5559|ESO236-037
67242|98.17|58.6639|-35.8665|7889|AGC310160
67248|25.47|24.3423|-48.0989|3468|AGC034682
67258|23.12|8.0073|-49.5213|2708|ES403-017
67272|92.47|31.9764|-46.8320|10223|ESO600-009
67280|78.70|3.3724|-49.5815|6166|ESO343-026
67299|90.78|18.9307|-49.2230|5914|ES466-005
67311|64.57|64.0961|-33.0877|3741|AGC310171
67317|100.93|65.6708|-32.0364|8399|AGC310173
67324|134.90|65.7959|-31.9723|8474|AGC310174
67332|185.35|64.6048|-32.9390|10911|UGC11809
67339|67.92|58.3653|-37.0912|4717|UGC11810
67347|25.94|109.9976|14.4043|2404|UGC11818
67354|77.98|4.0635|-50.1316|4601|ESO343-028
67359|67.61|41.5171|-44.9411|5418|NGC7131
67361|60.81|52.2831|-40.5721|5093|AGC610113
67373|34.20|7.0891|-50.3173|2529|ES403-031
67406|139.96|68.7956|-30.5999|8435|UGC11817
67410|63.10|57.4727|-38.2683|4747|UGC11816
67418|44.06|332.4464|-44.6883|3022|NGC7126
67445|112.20|317.2531|-37.6633|7905|IC5130
67458|209.89|58.2484|-38.3137|8461|UGC11825
67497|93.33|77.5451|-23.7706|5367|AGC310194
67499|125.89|77.4155|-23.9240|11422|AGC310196
67506|119.67|68.5080|-31.7236|8567|UGC11832
67525|114.82|6.9615|-51.1432|9758|ESO404-001
67529|80.17|87.0042|-13.9794|5337|UGC11837
67532|29.79|338.7904|-47.1517|2981|NGC007140
67550|48.08|81.7243|-19.9159|3496|UGC11838
67556|103.28|87.3167|-13.7618|5942|UGC11839
67557|24.43|349.1849|-49.6005|1924|N7144
67560|134.28|353.8658|-50.3361|9103|ESO288-015
67561|95.06|45.7005|-44.8858|5364|AGC610126
67580|63.39|333.5422|-45.6341|4467|IC5141
67583|23.55|349.6977|-49.7976|1889|N7145
67601|74.82|19.0175|-51.0784|6543|NGC007152
67621|95.94|71.9528|-29.8454|7231|UGC11845
67635|101.86|83.7449|-18.5600|7029|AGC310219
67648|73.11|79.8266|-22.9114|5841|UGC11849
67649|155.60|339.4606|-47.8694|8357|ESO189-012
67655|138.68|71.9757|-30.2739|11477|AGC310223
67662|95.94|60.6010|-38.6558|8453|PGC067662
67672|52.97|57.1324|-40.6732|4824|UGC11853
67675|89.13|84.1178|-18.5952|5598|UGC11855
67694|123.03|70.1566|-32.1400|9114|UGC11857
67718|108.14|1.1010|-51.9658|10128|ESO344-002
67766|59.70|56.7516|-41.6748|4861|UGC11867
67770|82.04|22.2648|-51.8760|5451|IC0005149
67778|75.16|20.2310|-52.1284|6088|AGC034912
67811|102.33|43.5135|-47.7250|5392|IC1417
67820|164.44|70.1005|-33.4564|9387|AGC310254
67823|24.66|75.3669|-28.9582|1149|NGC07177
67831|100.46|76.8661|-27.5508|7424|UGC11873
67835|41.88|9.4410|-52.9333|2515|ES404-017
67839|42.27|43.4563|-47.9261|2724|NGC007171
67842|28.84|13.9346|-52.9257|2271|ES404-018
67846|58.08|15.6748|-52.8951|2379|ES466-036
67847|106.17|11.7244|-53.0218|8188|ESO404-019
67851|63.68|30.8479|-51.2231|5200|AGC034950
67855|58.88|31.7158|-51.0905|5191|ES601-005
67878|31.33|14.9567|-53.0777|2497|N7173
67882|35.48|343.3198|-49.9480|2846|N7168
67890|17.62|33.2515|-50.9503|1440|N7180
67891|172.98|70.8633|-33.4189|9392|UGC11877
67893|19.41|32.5112|-51.1131|1789|AGC034977
67898|106.17|8.5931|-53.2271|9412|NGC7178
67899|77.27|62.5172|-39.4613|3967|UGC11876
67904|34.99|32.8912|-51.1112|2623|AGC034988
67907|52.24|11.9126|-53.2874|4480|AGC034981
67908|1.96|343.9189|-50.1914|124|IC5152
67918|64.57|75.9297|-29.1964|3661|UGC11881
67919|20.42|33.4411|-51.0685|1790|N7185
67920|20.80|30.3767|-51.6564|1716|AGC034989
67926|16.98|30.5167|-51.6752|1748|ESO532-015
67930|134.90|24.1602|-52.6221|9678|ESO532-016
67932|37.67|11.8602|-53.4043|2496|IC005156
67934|116.95|60.3576|-41.0229|9065|UGC11882
67946|7.69|93.6181|-9.3633|460|UGC11891
67954|35.16|14.4737|-53.4640|2535|AGC035005
67966|118.58|88.8274|-15.6219|5589|UGC11893
67977|61.09|91.2708|-12.6432|4727|UGC011895
67993|73.45|24.2726|-52.9524|5553|AGC035017
67994|119.12|74.6379|-31.0422|7665|UGC11896
67995|54.20|327.0041|-44.5093|2988|NGC7179
68003|144.54|320.4691|-41.0169|8562|ESO075-053
68008|53.95|331.0111|-46.3675|4593|ESO146-006
68020|45.29|345.3698|-51.0861|2886|N7196
68029|12.30|96.1168|-6.8367|1110|UGC11909
68037|145.88|76.2708|-30.1132|10283|AGC320025
68045|172.98|76.3378|-30.1294|10374|AGC320028
68057|38.73|326.5172|-44.5374|2960|N7192
68059|36.81|326.1491|-44.3580|2937|NGC7191
68068|34.83|345.4422|-51.3166|2908|N7200
68080|47.64|47.9292|-48.1342|2704|P0068080
68082|95.50|33.3963|-52.1854|7183|ESO601-019
68113|88.31|26.7318|-53.4581|5467|ES532-021
68114|52.00|14.2489|-54.4072|4377|ES404-031
68122|61.94|11.4210|-54.4896|4410|ES404-032
68126|92.47|34.1580|-52.3055|5240|ESO601-022
68128|19.50|334.8232|-48.3628|1686|NGC007205
68176|139.32|23.1947|-54.1766|7235|ESO532-023
68177|57.54|54.1200|-46.2041|5031|AGC620012
68181|131.22|73.8847|-33.4191|8210|AGC320055
68190|133.05|73.2555|-34.0503|10732|AGC320059
68199|23.44|40.0993|-51.3431|1657|AGC620014
68201|30.48|36.7913|-52.1550|1751|ESO601-025
68218|115.88|22.1559|-54.5098|8606|ESO467-017
68235|66.37|17.5920|-54.9367|4358|NGC007221
68244|107.65|72.7402|-35.0635|8108|UGC11939
68246|115.35|86.1878|-21.3777|6850|UGC11941
68248|85.90|96.3140|-8.1398|5529|UGC11946
68275|115.35|74.7752|-33.5869|7972|UGC11948
68279|139.96|317.3708|-39.7908|8206|ESO048-018
68283|21.68|349.2167|-53.0835|1621|IC5170
68285|14.19|95.8651|-9.0278|1087|UGC11951
68305|19.41|328.5877|-46.3876|1694|ES146-014
68312|40.93|325.3524|-44.7743|2958|NGC7219
68313|81.66|31.4810|-53.9209|5257|ESO532-034
68319|107.15|23.4740|-55.0003|7110|ESO532-035
68320|86.70|32.0782|-53.8838|5305|IC1435
68324|77.27|22.8981|-55.0812|5271|ESO467-023
68327|112.20|75.2061|-33.6548|7646|UGC11952
68341|114.29|74.8877|-34.0423|7626|UGC11953
68345|40.55|24.0012|-55.0989|2597|AGC035176
68348|99.08|74.5454|-34.4300|7329|AGC320092
68349|67.61|12.9486|-55.6693|4297|AGC035178
68353|197.70|338.7497|-50.6366|11286|ESO189-031
68357|149.28|63.1587|-42.9031|8899|AGC320093
68364|89.95|67.2334|-40.2910|8450|
68381|76.56|94.3649|-11.8376|4203|UGC011961
68389|29.65|322.9979|-43.6872|1749|IC0005176
68420|29.11|79.5045|-30.2045|1423|UGC11964
68440|82.41|23.1099|-55.5769|5155|ESO467-034
68442|68.23|79.5848|-30.2491|1461|UGC11968
68450|39.08|348.1871|-53.5040|2916|ESO237-049
68451|94.62|24.5806|-55.5029|7032|ESO533-006
68453|98.63|18.0782|-55.9633|7672|ESO467-036
68455|43.25|6.5014|-55.9274|3413|IC__5179
68478|41.30|348.9849|-53.7955|2785|ESO289-010
68482|45.92|94.2916|-12.6145|4216|UGC11973
68511|32.96|29.7937|-55.2532|2475|NGC007247
68525|73.45|23.2084|-56.0480|5391|ESO467-040
68535|9.64|93.9749|-13.5442|1168|NGC007250
68552|65.46|61.9226|-45.0964|4817|UGC11982
68557|58.34|89.7699|-19.5537|4915|UGC11983
68574|79.43|5.1396|-56.5285|5065|IC0005199
68576|54.95|27.1985|-56.0393|4748|AGC035274
68589|93.33|72.2015|-38.5227|8647|UGC11987
68613|54.20|76.7715|-34.8050|3613|UGC11992
68617|65.77|90.0762|-19.8017|4876|UGC11994
68618|10.57|350.3203|-54.8436|915|IC0005201
68650|99.54|37.2730|-55.0232|7306|ESO602-010
68658|90.78|92.1806|-17.4220|4278|NGC07264
68666|109.14|66.8748|-43.2176|9571|UGC12000
68672|8.02|346.3458|-54.2352|706|ESO238-005
68691|73.79|59.2458|-47.7113|4903|AGC620041
68694|134.28|23.7991|-57.0701|8135|ESO467-047
68704|41.11|36.0921|-55.4538|2674|AGC035331
68712|38.90|310.2708|-34.9152|2493|ESO027-008
68738|109.65|329.3116|-48.2864|6873|IC5207
68742|90.78|89.0748|-22.1266|6753|UGC12018
68746|118.03|25.2144|-57.1714|6581|ESO533-024
68761|89.54|90.7390|-20.0639|6538|UGC12022
68772|69.50|70.3661|-41.3712|4481|UGC12021
68784|82.41|80.5436|-32.4369|6130|PGC068784
68832|109.65|29.6526|-57.1219|7659|E533-026
68843|43.45|95.0715|-14.5547|4544|UGC12034
68867|140.60|82.0782|-31.5438|8845|AGC320213
68870|24.32|79.5421|-34.2384|1850|N7280
68872|101.86|57.3266|-49.8355|7630|PGC068872
68875|35.81|28.6129|-57.5001|2578|E533-028
68884|109.65|82.1796|-31.6544|8603|UGC12038
68894|89.95|90.1525|-22.0308|6453|AGC320218
68896|119.67|9.2784|-58.3009|9029|NGC7279
68925|55.46|329.8221|-49.2443|4842|IC5220
68932|135.52|310.4445|-35.4344|10349|ESO027-010
68942|42.66|80.7471|-33.7626|2899|UGC12045
68968|102.33|82.3261|-32.3190|8087|UGC12050
68977|36.31|73.2275|-41.0643|2081|UGC12054
69021|69.18|41.8671|-56.1869|7341|NGC7301
69026|54.20|25.0773|-58.7505|3578|ESO533-037
69029|108.64|85.1118|-29.8070|7554|UGC12059
69040|69.50|47.6479|-54.7616|4908|NGC_7300
69047|103.75|93.1807|-19.2679|6708|UGC12063
69049|96.38|22.0226|-59.0795|8426|ESO468-005
69057|96.38|39.5408|-56.9149|7509|ESO602-025
69061|24.43|90.6543|-23.0075|3688|NGC7303
69073|120.23|24.4356|-59.0463|8299|ESO468-007
69077|143.88|83.9982|-31.5094|7210|UGC12067
69084|79.07|42.8041|-56.3149|5535|AGC620093
69089|186.21|66.2113|-46.9081|11694|UGC12068
69092|172.19|86.3401|-28.9505|11951|AGC320243
69094|24.32|47.7395|-55.1158|2672|N7302
69095|145.21|90.7490|-23.2103|10396|UGC12071
69101|69.18|95.5794|-16.1688|4672|UGC12073
69108|156.31|86.4442|-28.9320|7456|UGC12072
69126|26.55|74.4247|-41.3911|2012|UGC12074
69132|52.48|24.6330|-59.3749|3539|AGC035491
69161|20.99|357.9293|-58.6045|2089|NGC007307
69172|59.70|72.3373|-43.4098|4526|NGC7311
69193|76.56|33.4286|-58.7376|5600|ES533-048
69198|181.13|72.6873|-43.3109|8301|UGC12083
69215|122.46|83.2857|-33.5138|8346|UGC12093
69238|101.86|9.0153|-59.9855|8594|ESO405-031
69249|144.54|326.7627|-48.8220|12012|IC5230
69253|17.38|27.1333|-59.7420|1427|NGC007314
69284|114.82|80.2002|-37.4040|7101|AGC320265
69287|104.71|85.7369|-31.3303|7157|UGC12103
69295|114.82|26.7869|-59.9640|7976|ESO534-003
69316|151.36|80.6189|-37.1696|10959|UGC12110
69325|157.76|80.5297|-37.3459|11330|AGC320276
69327|13.87|93.7225|-20.7237|816|NGC07331
69342|21.48|87.3887|-29.6690|1180|N7332
69349|40.74|77.6185|-40.2713|2824|NGC07328
69351|77.62|84.0124|-33.7699|5550|UGC12119
69364|25.12|87.4624|-29.7272|1353|UGC12122
69367|51.52|88.3887|-28.5762|4079|UGC12123
69376|43.45|117.5270|19.2359|2090|UGC12141
69383|48.53|113.2684|12.2123|4063|UGC12135
69398|51.76|27.7544|-60.3556|3395|ESO534-009
69410|147.91|39.6238|-58.8294|8937|ESO603-001
69427|106.17|38.3820|-59.1432|8945|ESO603-002
69428|101.39|76.4766|-42.0597|7427|UGC12133
69429|97.72|79.1737|-39.6493|7367|UGC12134
69433|89.54|63.2304|-51.0648|7420|NGC007344
69443|34.51|78.6399|-40.2734|2246|NGC07347
69448|30.76|65.4743|-50.0628|2968|AGC620162
69453|44.87|320.9738|-45.7897|3252|NGC007329
69456|104.23|92.9089|-23.2840|7858|UGC12143
69463|84.72|79.5275|-39.6936|7521|UGC12142
69468|2.24|17.7292|-61.2770|0|KK258
69472|25.70|114.7362|14.4114|1555|UGC12160
69485|70.79|80.8141|-38.6542|5191|AGC320308
69488|46.13|35.9606|-59.9833|4490|NGC007349
69519|0.90|322.9064|-47.3689|194|Tucana
69530|139.32|92.5814|-24.4293|7286|UGC12159
69533|119.12|85.9248|-33.4262|9289|UGC12158
69539|16.44|19.3040|-61.5955|1249|NGC007361
69544|105.68|92.3445|-24.9279|7333|UGC12162
69561|83.18|94.0288|-22.5623|6525|UGC12165
69592|74.47|343.2339|-57.2607|5401|ESO238-023
69594|172.98|88.8567|-30.3363|12840|UGC12169
69597|143.88|75.2900|-44.6111|7333|UGC12168
69605|56.23|97.1125|-18.0161|4774|UGC12173
69608|95.06|76.5230|-43.6992|7589|UGC12172
69611|109.14|25.2849|-61.7390|8350|ESO468-025
69630|68.23|69.1304|-49.2905|4851|UGC12174
69639|91.62|342.0365|-57.1194|7008|ESO238-024
69646|125.89|342.6237|-57.3483|9937|ESO238-025
69653|42.46|34.6547|-61.1314|3059|AGC035657
69659|89.54|87.8954|-32.3593|7116|UGC12180
69661|34.83|359.8120|-61.1730|2351|NGC007368
69678|45.29|41.2228|-60.2857|3019|AGC035668
69703|55.46|342.7989|-57.7861|5480|ESO238-026
69705|50.58|69.9416|-49.7053|4662|UGC12183
69707|31.77|321.8833|-47.4628|2366|IC0005249
69709|69.50|94.0705|-24.2736|6450|AGC320367
69728|119.67|45.3387|-59.8413|8618|ESO603-014
69734|29.38|54.6892|-57.2221|2558|NGC07378
69759|41.50|358.8560|-61.6503|2334|E346-001
69765|112.72|92.1741|-27.8301|9598|UGC12191
69769|69.50|24.7652|-62.8420|3947|AGC035704
69771|136.14|92.4136|-27.5468|10037|UGC12194
69774|111.17|90.5688|-30.2222|7465|UGC12197
69775|165.96|329.3304|-52.4949|10642|ESO147-010
69786|77.27|96.3304|-21.4869|5073|UGC12201
69787|155.60|92.4289|-27.6680|10004|UGC12198
69788|80.17|81.4161|-41.2610|7634|PGC069788
69797|117.49|99.0330|-16.9080|6725|UGC12204
69809|80.17|81.5322|-41.3189|7946|NGC7383
69819|79.80|81.5740|-41.3475|7336|NGC7384
69823|137.40|314.2697|-41.3190|9160|ESO049-006
69824|80.17|81.6559|-41.3239|7851|NGC7385
69825|79.80|81.7609|-41.2696|7304|NGC7386
69834|79.80|81.7792|-41.3575|7120|NGC7387
69837|80.54|81.7030|-41.4466|8330|NGC7390
69841|31.48|119.0972|20.9242|2056|UGC12221
69854|128.82|82.2917|-41.1207|11748|AGC320400
69860|49.20|40.4124|-61.6723|3208|ESO603-020
69874|37.15|64.6441|-54.2591|3756|AGC620189
69879|124.74|308.4848|-34.9658|8002|ESO027-017
69887|47.64|39.8614|-61.9583|3178|AGC035733
69889|90.78|72.6755|-49.7945|4913|NGC7396
69892|139.96|82.3911|-41.6644|8654|UGC12222
69905|73.79|72.9158|-49.7910|4733|UGC12225
69922|107.15|95.6563|-24.4123|6441|UGC12230
69935|145.21|46.3065|-61.1923|9033|ESO603-025
69938|123.59|10.1375|-63.8249|8464|ESO406-016
69947|17.95|63.9313|-55.3564|1601|NGC007406
69959|108.64|30.3394|-63.6914|7923|ESO534-030
69965|119.12|82.9592|-41.8232|8542|UGC12237
69967|44.26|347.1171|-60.4582|3003|NGC7400
69994|52.72|358.0216|-62.8291|1740|NGC07410
69998|42.85|0.2725|-63.1739|2693|ES346-014
70003|141.25|98.3481|-20.5921|5658|PGC070003
70009|113.24|94.0286|-27.9299|7551|UGC12249
70020|92.04|84.0757|-41.1806|7254|UGC12250
70025|31.77|65.8682|-54.9823|2859|AGC620200
70026|107.15|95.9543|-24.9687|7136|UGC12252
70027|8.20|351.9249|-61.8760|1710|NGC007412
70035|104.71|95.9435|-25.0770|7204|AGC320453
70040|81.28|84.1720|-41.2598|7780|UGC12253
70043|79.80|327.6648|-52.8365|4506|ESO147-014
70063|64.27|88.4828|-36.3599|5320|UGC12259
70065|68.87|99.1117|-19.7608|5537|UGC12260
70070|20.14|5.1903|-64.0451|1666|IC005269B
70079|115.35|31.2535|-64.2029|9151|ES534-032
70090|28.71|4.6590|-64.1095|1794|I1459
70108|130.62|84.7180|-41.3618|7986|UGC12264
70110|25.70|5.5814|-64.3126|2027|I5269
70117|24.55|5.9424|-64.3855|1918|IC5270
70128|24.21|10.7928|-64.7656|1710|IC0005271
70138|123.59|359.0855|-63.6544|8554|ESO346-021
70150|125.89|14.2914|-65.0134|9572|ESO406-035
70159|105.68|90.1016|-35.2952|5774|UGC12278
70165|102.33|18.4246|-65.2009|8680|ESO469-007
70175|31.48|85.6434|-41.0049|2568|UGC12281
70177|164.44|13.4016|-65.1589|8303|ESO406-038
70184|15.56|1.6417|-64.2376|1293|IC0005273
70191|109.14|86.1056|-40.6511|7716|AGC320490
70192|110.15|93.0238|-31.4510|7300|UGC12290
70194|78.70|76.0680|-50.0704|4865|P0070194
70199|74.82|90.2084|-35.5267|7078|UGC12288
70202|124.74|93.8875|-30.1992|7766|UGC12291
70205|111.17|323.5990|-50.8491|8344|ESO147-017
70213|28.18|87.5659|-39.1240|2208|UGC12294
70237|59.16|75.5630|-50.7410|4829|UGC12295
70245|87.10|82.0226|-45.4251|6679|UGC12299
70258|12.08|96.2178|-26.9359|813|N7457
70264|23.66|88.1197|-38.9125|2008|N7454
70265|34.99|79.6945|-47.7426|3471|UGC12304
70271|35.97|86.7445|-40.6685|2237|UGC12308
70280|232.27|86.9739|-40.4693|12111|AGC320513
70281|82.04|343.5391|-60.8830|5880|ESO290-035
70291|22.91|88.0409|-39.3539|2371|UGC12316
70297|133.66|94.0690|-31.0042|9774|UGC12318
70299|92.04|94.8110|-29.7791|7512|UGC12319
70301|102.33|96.7653|-26.4911|6624|UGC12320
70304|16.44|357.1846|-64.1597|1198|NGC007456
70307|64.86|88.1915|-39.3721|2162|UGC12321
70318|130.02|86.3828|-41.6963|8297|AGC330002
70323|73.79|92.0429|-34.3998|5929|UGC12325
70324|9.59|354.4074|-63.7978|1064|NGC007462
70327|154.17|340.0807|-59.9933|8760|ESO239-007
70330|85.51|98.9137|-23.0365|5794|UGC12331
70356|60.81|44.2604|-64.1109|3283|ES604-001
70366|49.20|83.5370|-45.1741|4881|AGC330020
70369|48.31|322.0673|-50.4174|3348|ESO109-032
70410|88.31|82.6365|-46.5526|6397|AGC330034
70419|36.81|86.2711|-42.8421|2383|NGC7479
70420|24.32|90.6486|-37.4074|1628|UGC12344
70433|21.88|89.5512|-39.0314|2135|UGC12350
70434|93.33|87.7123|-41.3326|7283|AGC330039
70435|83.56|75.5431|-52.6320|7606|UGC12348
70455|34.83|79.1160|-50.1205|4955|UGC12353
70460|87.50|94.3614|-32.3918|7720|UGC12355
70463|96.83|99.2093|-23.8029|5321|UGC12358
70467|51.52|88.0124|-41.2521|3917|UGC12354
70474|54.20|44.6524|-64.7425|4120|AGC035892
70481|86.30|98.2146|-25.8898|6486|UGC12362
70498|105.68|90.1812|-38.9961|7784|UGC12367
70502|41.69|81.6957|-48.3643|3488|UGC12366
70507|62.81|85.0839|-45.1070|4892|UGC12370
70510|57.28|81.7517|-48.3487|3479|UGC12369
70516|122.46|89.1236|-40.5825|10945|UGC12374
70525|63.68|93.7198|-34.0951|6065|PGC070525
70532|70.47|93.8575|-33.9420|6257|UGC12378
70537|131.22|93.7603|-34.2251|10435|UGC12383
70541|79.80|81.2745|-49.1538|3501|UGC12382
70546|90.78|68.9999|-57.5752|6226|AGC630028
70547|104.23|62.2597|-60.5721|8852|PGC070547
70565|29.11|17.3463|-67.3277|1634|ES469-015
70569|16.22|91.3768|-38.3421|1704|NGC07497
70579|68.23|97.7422|-28.3547|3712|AGC330078
70582|32.06|3.2507|-66.5498|1631|ES407-007
70584|106.66|313.3730|-42.9785|8918|ESO077-003
70585|96.38|89.8917|-40.5920|7596|UGC12395
70594|149.28|83.3468|-48.1311|12138|AGC330082
70600|133.05|98.2338|-27.7411|9575|PGC070600
70615|145.88|79.6382|-51.5475|9776|UGC12398
70625|103.28|84.7107|-47.0637|6350|AGC330092
70628|159.96|84.2190|-47.5890|13223|NGC7503
70637|67.30|88.3518|-43.2478|4524|UGC12403
70664|139.32|99.0024|-27.1813|7095|UGC12410
70666|117.49|86.1292|-46.1283|6459|UGC12407
70668|62.23|117.5325|15.7641|4053|UGC12421
70676|24.55|23.4427|-68.0381|1607|N7507
70691|56.75|89.3890|-42.6057|4900|NGC07511
70697|26.67|0.8788|-66.9043|1569|AGC035947
70702|52.48|83.3803|-49.3441|3490|IC001474
70705|104.71|36.7834|-67.4648|6214|IC5290
70708|76.91|84.0337|-48.8806|4868|UGC12423
70714|17.14|23.9596|-68.2737|1566|NGC07513
70720|52.24|98.3607|-29.1964|3718|UGC12427
70723|67.61|84.2524|-48.8120|4721|UGC12426
70724|73.11|307.1400|-34.6877|4088|ESO027-024
70734|37.33|98.4605|-29.1770|3700|UGC12430
70735|54.45|95.2457|-34.8736|4292|UGC12429
70746|98.63|96.4554|-32.9167|8384|UGC12432
70761|49.66|89.7963|-42.9479|4641|NGC7535
70765|56.49|89.6924|-43.0834|4717|UGC12437
70773|61.09|65.3599|-61.3050|3387|AGC630138
70774|111.69|99.5918|-27.3095|6985|UGC12441
70786|39.81|82.7623|-50.6618|2674|UGC12442
70790|102.80|84.5647|-48.9642|6368|AGC330137
70793|100.93|99.7676|-27.1665|7038|AGC330145
70794|163.68|90.8394|-41.8772|11978|UGC12448
70795|32.06|82.8435|-50.6546|2678|UGC12447
70799|66.37|85.6014|-48.0248|4724|AGC330144
70800|26.79|346.4187|-64.4915|1598|NGC007531
70803|33.57|83.6393|-49.9344|3640|UGC12451
70818|68.87|79.9770|-53.2014|4962|UGC12452
70823|149.28|99.6940|-27.5436|6857|UGC12458
70827|172.19|344.1450|-63.9252|13003|ESO291-011
70837|110.15|91.7410|-40.9379|12012|PGC070837
70843|131.83|85.5311|-48.4794|10216|AGC330162
70847|92.04|96.9874|-32.9105|8102|UGC12460
70848|82.79|96.8683|-33.0798|8003|UGC12459
70851|80.54|79.1521|-54.1106|8661|AGC330164
70871|172.98|91.7699|-41.1272|12180|AGC330165
70874|59.16|85.1129|-49.0451|3540|N7562
70880|36.98|85.1041|-49.0832|3513|UGC12467
70892|124.17|96.8484|-33.5172|8423|UGC12469
70894|28.58|93.5915|-38.8386|2063|UGC12471
70902|111.17|92.0107|-41.2133|7613|AGC330174
70927|49.20|85.8334|-48.8335|3592|P0070927
70937|89.13|93.9006|-38.7775|12087|PGC070937
70949|117.49|93.7498|-39.0586|13239|PGC070949
70953|70.79|77.5502|-55.9415|4199|UGC12479
70966|38.37|6.2431|-68.5490|2745|AGC035993
70981|59.16|89.3371|-45.3372|4128|UGC12483
70984|118.58|88.1244|-46.7785|8762|NGC7587
70991|146.55|88.6605|-46.2790|10869|UGC12485
70995|123.59|79.8510|-54.6224|8934|AGC630165
70996|61.09|85.7656|-49.4436|4954|NGC07591
70997|163.68|43.5533|-67.9793|9062|ESO604-010
71001|22.49|348.0812|-65.6956|1609|NGC7582
71002|150.66|95.0351|-37.6183|7552|AGC330212
71003|48.75|117.7781|15.3885|2438|UGC12504
71006|162.18|94.2166|-38.9454|11569|NGC7597
71007|126.47|315.0333|-46.3903|8609|ESO077-009
71011|161.44|94.2649|-38.8967|11344|NGC7598
71019|161.44|94.2817|-38.9609|10967|NGC7602
71022|118.58|88.0345|-47.2629|8033|NGC7601
71030|43.65|93.0723|-40.8128|2620|UGC12495
71031|31.05|348.2309|-65.8474|1510|NGC7590
71032|106.66|44.8675|-67.9426|7780|ESO604-011
71034|44.06|86.2011|-49.2790|4206|UGC12494
71044|93.76|39.7436|-68.6263|6133|AGC036008
71047|35.32|69.0994|-61.2842|2232|AGC630172
71049|61.66|89.3188|-45.9620|3824|UGC12501
71051|48.53|87.2932|-48.2758|4182|IC005309
71052|31.48|86.9672|-48.6189|3779|UGC12497
71055|45.92|87.5015|-48.0787|3531|UGC12500
71063|145.21|80.9218|-54.2346|10303|UGC12503
71066|17.54|348.0912|-65.9062|1688|NGC07599
71067|88.31|315.6956|-47.3074|6529|ESO077-013
71069|59.98|93.1925|-40.9278|2926|PGC071069
71078|103.28|92.9303|-41.3803|7236|UGC12506
71087|44.46|89.0256|-46.5586|3557|UGC12511
71089|46.34|87.8291|-47.9470|3240|NGC7612
71093|93.76|81.3866|-54.0970|9070|UGC12513
71097|50.12|87.7463|-48.1205|3042|AGC330237
71102|48.75|93.0084|-41.5481|4382|UGC12519
71118|57.81|78.2097|-56.5871|3632|UGC12521
71119|80.17|98.3337|-32.8820|6058|AGC330249
71121|54.95|87.7020|-48.3283|3763|N7619
71124|128.82|102.7812|-23.7899|8046|UGC12528
71126|48.53|99.1988|-31.3254|4272|NGC07624
71132|52.72|87.9310|-48.1991|3680|NGC7623
71140|46.56|87.8590|-48.3788|3402|NGC7626
71149|110.66|97.6089|-34.5723|6013|UGC12533
71154|77.27|87.7249|-48.6783|3791|AGC330258
71155|38.55|87.9314|-48.4520|4217|UGC12535
71162|71.12|83.4359|-52.9189|3941|AGC330261
71166|63.39|102.0858|-25.7917|4901|UGC12538
71171|40.55|87.4648|-49.0821|3998|P0071171
71181|52.97|88.0946|-48.4721|3768|UGC12539
71184|50.35|99.3876|-31.6112|5972|UGC12543
71189|140.60|354.3628|-67.7655|10538|ESO347-010
71204|43.85|85.6013|-51.2551|5108|UGC12547
71220|11.91|105.2405|-18.9374|370|NGC07640
71221|130.02|91.7388|-44.3565|7876|UGC12552
71234|109.14|100.5491|-29.7953|5942|UGC12557
71238|92.47|62.5748|-64.9341|7046|AGC630179
71241|141.91|91.1035|-45.4128|7873|UGC12556
71244|80.17|85.9362|-51.2538|4936|UGC12555
71257|115.88|97.7847|-35.2928|8533|UGC12565
71258|86.30|100.5965|-29.8593|5784|UGC12566
71260|39.99|91.1043|-45.5503|3861|UGC12562
71261|53.21|91.2686|-45.3663|3870|UGC12563
71262|47.42|89.1748|-47.9950|3741|UGC12561
71263|174.58|97.6570|-35.5468|12400|UGC12564
71287|168.27|93.2677|-42.8305|11124|UGC12569
71288|68.23|92.3153|-44.2547|3941|UGC12571
71292|152.76|98.7019|-33.9434|9766|UGC12572
71309|30.62|346.7205|-66.5031|1689|ESO291-024
71317|189.67|94.5716|-41.2271|14096|PGC071317
71319|187.07|94.6591|-41.1165|12143|PGC071319
71322|188.80|94.5496|-41.3173|13586|PGC071322
71323|185.35|94.5142|-41.3439|10462|PGC071323
71325|187.07|94.6205|-41.2365|12341|NGC7647
